,U1-mut2-100-CHX_vs_DMSO,U1-mut2-100-CHX_vs_DMSO-CHX,U1-mut2-100-CHX_vs_mut2-100,U1-mut2-100-EtOH_vs_DMSO,U1-mut2-100-CHX_vs_WT_EtOH,U1-mut2-100-CHX_vs_WT_CHX,U1-mut2-100-EtOH_vs_WT_EtOH,U1-mut2-500-CHX_vs_DMSO,U1-mut2-500-CHX_vs_DMSO-CHX,U1-mut2-500-CHX_vs_mut5-500,U1-mut2-500-EtOH_vs_DMSO,U1-mut2-500-CHX_vs_WT_EtOH,U1-mut2-500-CHX_vs_WT_CHX,U1-mut2-500-EtOH_vs_WT_EtOH
MRO,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ELAC1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC091551.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
POLI,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TCF4,1,0,1,0,1,0,0,0,0,1,0,1,0,0
AC022031.2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
LINC01416,0,0,0,0,1,0,0,0,0,1,0,0,0,0
FECH,0,0,0,0,0,0,0,1,0,0,0,0,0,0
NARS1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ATP8B1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
ALPK2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
AC040963.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
LMAN1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
PMAIP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PIGN,0,0,0,0,0,0,0,1,0,0,0,1,0,0
RELCH,0,0,0,0,0,0,0,0,0,1,0,0,0,0
AC009802.1,0,0,0,0,0,0,0,1,1,0,0,1,1,0
SERPINB8,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CDH7,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DOK6,0,0,0,0,0,0,0,1,0,0,0,1,0,0
CD226,0,0,0,0,0,0,0,0,0,0,0,1,0,0
RTTN,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TIMM21,1,0,1,0,1,0,0,0,0,1,0,1,0,0
CYB5A,0,0,1,0,1,0,0,0,0,0,0,1,0,0
CNDP1,1,0,0,0,1,0,0,1,0,0,0,0,0,0
LINC00909,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC018413.1,1,0,0,0,1,0,0,1,0,1,0,1,0,0
ZNF516.DT,0,0,1,0,0,0,0,0,0,0,0,0,0,0
MBP,1,0,1,0,1,0,0,0,0,0,0,0,0,0
ATP9B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC125437.1,1,0,0,0,0,0,0,1,0,0,0,0,0,0
NFATC1,1,0,0,0,0,0,0,0,0,0,0,1,0,0
AC018445.3,0,0,1,0,0,0,0,0,0,0,0,1,0,0
AC068473.5,0,0,0,0,0,0,0,1,1,0,0,1,0,0
AC090360.1,0,0,0,0,1,0,0,1,0,0,1,1,1,1
RBFADN,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PARD6G,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC139100.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
WASH5P,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SEPTIN14P19,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LINC01002,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC010507.2,0,0,1,0,0,0,0,1,0,1,0,1,0,0
MIER2,1,0,1,0,1,0,0,1,0,0,0,1,0,0
C2CD4C,1,0,1,0,1,0,0,0,0,0,0,0,0,0
SHC2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TPGS1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
GZMM,0,0,0,0,0,0,0,1,1,0,0,1,0,0
BSG,0,0,1,0,1,0,0,1,0,1,0,1,0,0
HCN2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PALM,0,0,0,0,1,0,0,1,0,1,0,1,0,0
AC006273.1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PLPPR3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
CFD,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ARID3A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CNN2,0,0,1,0,1,0,0,0,0,1,1,1,0,0
ABCA7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GPX4,0,0,0,0,1,0,0,1,0,1,0,1,0,0
CBARP,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ATP5F1D,0,0,0,0,0,0,0,0,0,1,0,1,0,0
MIDN,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CIRBP.AS1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
EFNA2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC005329.1,0,0,1,0,1,0,0,0,0,1,0,0,0,0
GAMT,0,0,0,0,0,0,0,1,0,1,0,1,0,0
RPS15,0,0,0,0,0,0,0,0,0,1,0,0,0,0
APC2,1,0,1,0,0,0,0,1,1,0,1,1,0,0
PCSK4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
REEP6,0,0,0,0,1,0,0,1,0,1,0,1,0,0
PLK5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MEX3D,0,0,0,0,1,0,0,1,0,1,0,1,0,0
TCF3,1,0,1,0,1,0,0,0,0,1,0,1,0,0
ATP8B3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AC012615.1,0,0,0,0,0,0,0,1,1,0,0,0,0,0
MKNK2,0,0,1,0,1,0,0,0,0,1,0,1,0,0
AMH,0,0,0,0,0,0,0,0,0,0,0,1,0,0
JSRP1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
OAZ1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPPL2B,0,0,1,0,0,0,0,0,0,1,0,0,0,0
TMPRSS9,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LMNB2,1,0,1,0,1,0,0,0,0,1,0,0,0,0
GADD45B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GNG7,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF554,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF555,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF57,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC119403.1,1,0,1,0,0,0,0,1,0,1,0,1,0,0
ZNF77,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GNA15,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CELF5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
TBXA2R,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MATK,0,0,0,0,0,0,0,1,0,1,0,1,0,0
DAPK3,0,0,1,0,0,0,0,1,0,0,0,0,0,0
EEF2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AC016586.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SIRT6,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ANKRD24,0,0,0,0,0,0,0,0,0,1,0,0,0,0
CHAF1A,0,0,1,0,0,0,0,0,0,1,0,0,0,0
AC011498.2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC011498.7,0,0,0,0,0,0,0,1,0,1,0,1,0,0
SEMA6B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TNFAIP8L1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
MIR7.3HG,0,0,0,0,0,0,0,1,1,0,0,1,1,0
PLIN3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
KDM4B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PTPRS,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TINCR,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SNRPEP4,0,0,1,0,0,0,0,0,0,1,0,1,0,0
RPL36,0,0,0,0,0,0,0,0,0,1,0,1,0,0
MICOS13,0,0,0,0,1,0,0,0,0,1,0,1,0,0
PRR22,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC011499.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
DUS3L,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NRTN,1,0,0,0,0,0,0,1,0,1,0,1,0,0
CLPP,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ALKBH7,0,0,0,0,1,0,0,1,0,1,0,1,0,0
PSPN,0,0,0,0,1,0,0,0,0,0,0,1,0,0
SLC25A23,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TUBB4A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF557,1,0,1,0,1,0,0,1,0,1,0,1,0,0
INSR,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PEX11G,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PNPLA6,1,0,1,0,1,0,0,1,0,1,0,0,0,0
PCP2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008763.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TRAPPC5,0,0,0,0,0,0,0,0,0,1,0,1,0,0
LRRC8E,1,0,1,0,1,0,0,0,0,0,0,0,0,0
CTXN1,0,0,0,0,1,0,0,0,0,1,0,1,0,0
AC010323.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
RPS28,0,0,0,0,1,0,0,0,0,1,0,1,0,0
HNRNPM,0,0,0,0,1,0,0,0,0,0,0,0,0,0
MYO1F,1,0,0,0,0,0,0,1,0,0,0,0,0,0
ADAMTS10,1,0,1,0,1,0,0,0,0,1,0,1,0,0
ZNF317,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF699,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF559,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF177,1,0,1,0,1,0,0,1,0,1,0,1,1,0
ZNF266,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008567.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
ZNF426,0,0,1,0,1,0,0,1,0,0,0,1,0,0
ZNF121,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ZNF561,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF562,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF846,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008752.4,0,0,0,0,1,0,0,1,0,1,0,1,0,0
FBXL12,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PPAN.P2RY11,0,0,1,0,0,0,0,0,0,0,0,0,0,0
PPAN,1,0,0,0,0,0,0,1,0,0,0,0,0,0
P2RY11,1,0,1,0,1,0,0,1,0,1,0,1,0,0
S1PR2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ICAM4,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZGLP1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AC011511.1,1,0,0,0,0,0,0,1,0,1,0,1,0,0
ICAM3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
PDE4A,1,0,1,0,1,0,0,0,0,0,0,0,0,0
S1PR5,0,0,1,0,0,0,0,0,0,0,0,1,0,0
KRI1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
TIMM29,1,0,1,0,0,0,0,0,0,0,0,0,0,0
LDLR,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RAB3D,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PLPPR2,1,0,0,0,1,0,0,0,0,1,0,0,0,0
AC024575.2,0,0,0,0,1,0,0,0,0,0,0,1,0,0
CCDC151,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF653,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008481.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNF627,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008543.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF887P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF833P,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF823,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF441,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF440,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZNF439,0,0,0,0,0,0,0,1,0,0,0,0,0,0
ZNF700,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008770.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNF763,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZNF433,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF20,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF136,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC012618.3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ZNF44,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF563,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF442,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008758.4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ZNF799,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008758.5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ZNF443,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF709,1,0,1,0,1,0,0,1,0,1,0,0,0,0
ZNF564,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF791,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC010422.8,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC010422.7,1,0,1,0,0,0,0,1,0,1,0,1,0,0
AC010422.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
FBXW9,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TNPO2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GET3,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BEST2,1,0,0,0,0,0,0,1,0,0,0,0,0,0
HOOK2,1,0,1,0,0,0,0,1,0,1,0,1,0,0
JUNB,1,0,0,0,1,0,0,1,0,1,0,1,0,0
PRDX2,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AC018761.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
MAST1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
SYCE2,0,0,0,0,0,0,0,1,0,0,0,0,0,0
CALR,0,0,1,0,1,0,0,0,0,1,0,1,0,0
NFIX,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NACC1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
IER2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC011446.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CCDC130,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC020916.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
CC2D1A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RFX1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PALM3,0,0,1,0,1,0,0,0,0,0,0,0,0,0
AC022098.1,0,0,0,0,0,0,0,0,0,0,0,1,1,0
PKN1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
DNAJB1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TECR,0,0,0,0,0,0,0,0,0,1,0,1,0,0
NDUFB7,0,0,1,0,1,0,0,0,0,1,0,1,0,0
AC022149.1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZNF333,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ADGRE2,1,0,1,0,1,0,0,0,0,1,0,1,0,0
NOTCH3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AKAP8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AKAP8L,1,0,1,0,1,0,0,1,0,0,0,0,0,0
RPL23AP2,0,0,1,0,0,0,0,0,0,0,0,0,0,0
CYP4F3,0,0,0,0,0,0,0,1,1,0,1,1,0,0
CYP4F2,0,0,0,0,0,0,0,1,1,0,0,1,0,0
AC020911.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
C19orf44,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC008764.6,0,0,0,0,0,0,0,1,1,0,0,1,1,0
MED26,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HAUS8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ANKLE1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
ABHD8,0,0,0,0,0,0,0,0,0,0,1,0,0,1
PGLS,0,0,0,0,0,0,0,0,0,0,0,1,0,0
UNC13A,0,0,0,0,0,0,0,1,1,0,1,1,1,1
RPL18A,0,0,1,0,1,0,0,1,0,1,0,1,0,0
AC007192.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
IFI30,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RAB3A,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC008397.2,1,0,1,0,0,0,0,1,0,1,0,0,0,0
PDE4C,0,0,0,0,1,0,0,0,0,0,0,1,0,0
IQCN,0,0,1,0,0,0,0,0,0,1,0,1,0,0
JUND,1,0,1,0,1,0,0,1,0,1,0,1,0,0
GDF15,1,0,1,0,1,0,0,1,1,0,1,1,0,0
ELL,1,0,1,0,1,0,0,1,0,0,0,1,0,0
FKBP8,0,0,0,0,0,0,0,0,0,1,0,0,0,0
UBA52,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CRLF1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
KLHL26,1,0,1,0,1,0,0,1,0,1,0,1,0,0
COMP,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SUGP2,0,0,1,0,0,0,0,0,0,1,0,0,0,0
SLC25A42,0,0,0,0,0,0,0,0,0,0,0,1,0,0
BORCS8.MEF2B,0,0,0,0,1,0,0,0,0,0,0,0,0,0
NR2C2AP,1,0,1,0,1,0,0,0,0,1,0,0,0,0
TM6SF2,1,0,1,0,1,0,0,0,0,0,0,1,0,0
SUGP1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
MAU2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
TSSK6,1,0,1,0,1,0,0,1,0,1,0,1,0,0
NDUFA13,0,0,0,0,0,0,0,0,0,1,0,0,0,0
YJEFN3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
PBX4,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ATP13A1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF101,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF14,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF506,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF253,0,0,0,0,1,0,0,0,0,0,0,0,0,0
ZNF682,1,0,0,0,0,0,0,0,0,1,0,0,0,0
ZNF737,0,0,1,0,1,0,0,0,0,0,0,0,0,0
ZNF85,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF430,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF431,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF708,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF738,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ZNF493,0,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF429,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF100,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF492,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF724,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF91,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF675,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF681,1,0,1,0,1,0,0,1,0,1,0,1,0,0
RPSAP58,0,0,0,0,1,0,0,1,0,1,0,1,0,0
AC011503.2,0,0,0,0,1,0,0,1,0,1,0,1,0,0
C19orf12,0,0,0,0,0,0,0,1,0,1,0,1,0,0
URI1,0,0,0,0,0,0,0,1,0,0,0,1,0,0
AC008507.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNF536,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC011504.1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TSHZ3,0,0,0,0,0,0,0,1,0,0,0,0,0,0
GPATCH1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
LRP3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
CEBPA.DT,0,0,0,0,0,0,0,1,0,0,0,0,0,0
PEPD,1,0,0,0,1,0,0,1,0,1,0,1,0,0
GPI,0,0,1,0,1,0,0,1,0,1,0,1,0,0
AC020910.6,0,0,0,0,1,0,0,0,0,0,0,1,0,0
ZNF302,0,0,1,0,0,0,0,1,0,1,0,1,0,0
AC020910.5,1,0,0,0,1,0,0,1,0,1,0,1,0,0
ZNF181,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF599,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNF30,1,0,1,0,1,0,0,1,0,0,0,1,0,0
AC008555.7,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZNF792,1,0,1,0,1,0,0,0,0,1,0,0,0,0
FXYD5,0,0,1,0,1,0,0,1,0,1,0,1,0,0
MAG,0,0,0,0,0,0,0,0,0,1,0,0,0,0
HAUS5,1,0,1,0,1,0,0,1,0,1,0,1,0,0
KMT2B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AD000671.2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
U2AF1L4,1,0,1,0,1,0,0,1,0,0,1,1,0,1
NFKBID,1,0,1,0,1,0,0,1,0,1,0,1,0,0
HCST,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LRFN3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SDHAF1,1,0,1,0,0,0,0,0,0,0,0,0,0,0
SYNE4,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AC002116.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
CLIP3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
WDR62,1,0,1,0,1,0,0,1,0,1,0,1,0,0
POLR2I,0,0,0,0,0,0,0,0,0,1,0,1,0,0
CAPNS1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
ZNF565,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZFP14,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZFP82,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZNF566,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC092295.2,0,0,0,0,0,0,0,1,1,0,0,1,0,0
ZNF260,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF529,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF382,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF461,1,0,1,0,1,0,0,1,0,1,1,1,0,0
ZNF567,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF850,0,0,0,0,1,0,0,1,0,1,0,1,0,0
AC020928.1,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZNF790.AS1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF790,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF345,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF829,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF568,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF420,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC010632.2,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ZNF585A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF585B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF383,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF875,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF527,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF569,1,0,0,0,1,0,0,1,0,0,0,1,0,0
ZNF570,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF793,0,0,0,0,1,0,0,1,0,1,0,1,0,0
ZNF540,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZNF571,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ZFP30,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZNF607,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC093227.1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ZNF573,0,0,0,0,1,0,0,0,0,0,0,0,0,0
AC016582.2,0,0,0,0,1,0,0,0,0,1,0,1,0,0
DPF1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SPINT2,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PPP1R14A,0,0,0,0,0,0,0,1,0,0,0,1,0,0
YIF1B,0,0,0,0,0,0,0,0,0,1,0,0,0,0
SPRED3,1,0,1,0,1,0,0,1,0,1,0,1,0,0
EIF3K,0,0,0,0,1,0,0,0,0,0,0,1,0,0
LGALS4,0,0,1,0,0,0,0,1,0,0,0,0,0,0
ECH1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
AC104534.1,1,0,1,0,1,0,0,0,0,0,0,0,0,0
CCER2,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FBXO17,0,0,0,0,0,0,0,1,0,0,0,0,0,0
FBXO27,0,0,0,0,0,0,0,1,0,1,0,1,0,0
PAK4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
LRFN1,0,0,0,0,1,0,0,1,0,1,0,1,0,0
AC011445.1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
RPS16,0,0,0,0,0,0,0,0,0,1,0,1,0,0
EID2B,0,0,0,0,0,0,0,0,0,0,0,1,0,0
AC005393.1,0,0,1,0,0,0,0,1,0,1,0,1,0,0
DYRK1B,1,0,1,0,1,0,0,1,0,1,0,1,0,0
FBL,0,0,0,0,1,0,0,0,0,0,0,1,0,0
FCGBP,1,0,1,0,1,0,0,1,0,0,0,1,0,0
ZNF546,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AC007842.1,0,0,0,0,0,0,0,1,0,0,0,1,1,0
ZNF780B,0,0,0,0,0,0,0,1,0,0,0,1,0,0
ZNF780A,1,0,1,0,1,0,0,1,0,1,0,1,0,0
AKT2,0,0,0,0,1,0,0,0,0,1,0,1,0,0
AC118344.1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PLD3,0,0,0,0,0,0,0,1,0,1,0,1,0,0
AC118344.4,0,0,0,0,0,0,0,0,0,1,0,0,0,0
PRX,1,0,1,0,1,0,0,1,0,1,0,1,0,0
SERTAD1,1,0,1,0,1,0,0,1,0,1,0,1,0,0
BLVRB,0,0,0,0,0,0,0,0,0,0,0,1,0,0
TGFB1,0,0,1,0,1,0,0,1,0,1,0,1,0,0
RPS19,0,0,0,0,1,0,0,0,0,1,0,1,0,0
RABAC1,0,0,0,0,0,0,0,1,0,1,0,1,0,0
ATP1A3,0,0,0,0,0,0,0,0,0,1,0,0,0,0
ZNF574,1,0,1,0,1,0,0,1,0,1,0,1,0,0
POU2F2,0,0,0,0,0,0,0,1,1,1,1,1,1,1
ZNF526,1,0,1,0,1,0,0,1,0,1,0,1,0,0
ERF,1,0,0,0,0,0,0,0,0,0,0,0,0,0
CIC,1,0,1,0,1,0,0,1,0,1,0,1,0,0
PAFAH1B3,0,0,0,0,0,0,0,0,0,1,0,1,0,0
TMEM145,0,0,0,0,0,0,0,0,0,0,0,0,0,1
MEGF8,1,0,1,0,1,0,0,1,0,1,0,1,0,0
CNFN,1,0,0,0,1,0,0,0,0,0,0,0,0,0
LIPE.AS1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
LIPE,1,0,1,0,1,0,0,0,0,0,0,0,0,0
PSG4,0,0,0,0,0,0,0,1,0,0,0,1,0,0
