Genes,iPSC.BIO2006152.00150nM,iPSC.BIO2059811.00870nM,iPSC.BIO2135644.01000nM,iPSC.BIO2136770.00300nM,iPSC.BIO1949634.03000nM,iPSC.BIO2060573.03000nM,iPSC.BIO2070692.01680nM
SFI1,0,0,0,0,0.25639245830061,0,0
FAF1,0,0,0,0,0.256242763916794,0,0
STAG3L1,0,0,0,0,0.256159499645817,0,0
MYO5C,0,0,0,0,0.256081846435281,0,0
C17orf80,0,0.111,0,0,0.145,0,0
MTF2,0,0.111,0,0,0.145,0,0
RB1CC1,0,0.143,0,0,0.113,0,0
THOC2,0,0,0,0,0.256,0,0
ZNF134,0,0,0,0,0.151,0.105,0
POT1,0.102526777029801,0.153,0,0,0,0,0
KIF13B,0,0.255470774287604,0,0,0,0,0
PPM1K,0,0,0,0,0,0,0.255416538417423
ZNF283,0,0,0.255412141379455,0,0,0,0
TADA2A,0,0,0.148,0,0.107,0,0
KHK,0,0,0,0,0.25495267279995,0,0
IGSF9,0,0,0,0,0.254840534273803,0,0
ADGRG2,0,0.148,0,0,0.106760018428467,0,0
SLC29A4,0,0,0,0,0.254089550840534,0,0
BANP,0,0.112,0,0,0.142,0,0
LIN9,0,0.132,0,0,0.122,0,0
SNRK,0,0,0.14,0,0.113773873146827,0,0
CAPN7,0,0.1133565053031,0,0,0.139923973933292,0,0
CDCA2,0,0.120369712148812,0,0,0.132676864376227,0,0
DNASE1L1,0.134,0,0,0,0,0,0.119
FAM104A,0,0.124,0,0,0.129,0,0
SLC12A7,0,0,0,0,0.252854015366539,0,0
DNAJC13,0,0,0,0,0.251991878227444,0,0
CAAP1,0,0.111149348805569,0,0,0.140766052379309,0,0
ZNF570,0,0,0,0,0.251883278013493,0,0
DENND4A,0.251807952093659,0,0,0,0,0,0
CCDC14,0.101,0.15,0,0,0,0,0
PRMT2,0,0,0.124,0,0,0.127,0
ZNF826P,0,0.123,0,0,0.128,0,0
POU6F1,0,0,0,0,0,0.250874919857998,0
SMOX,0,0.250441636895433,0,0,0,0,0
ZNF510,0,0.136626694566646,0,0,0.113532407106602,0,0
HDAC11,0,0,0,0,0.107,0.143,0
POLR2J4,0,0.11,0,0,0.14,0,0
SLC39A9,0,0.11,0,0,0.14,0,0
TRAPPC2,0,0,0,0,0.249897220841761,0,0
AC135586.2,0,0,0,0,0.249,0,0
AKT1,0,0,0,0,0.249,0,0
CEP63,0,0.108,0,0,0.141,0,0
FBXW11,0,0.125,0,0,0.124,0,0
LARGE1,0,0,0.133,0,0.116,0,0
SLC38A7,0,0,0.138,0,0.111,0,0
SNX5,0,0,0.147,0,0.102,0,0
ATP13A3,0,0,0.100771515424142,0,0.147885716884148,0,0
SFPQ,0,0,0,0,0.248594973739214,0,0
BCL2L11,0,0,0.248198524057573,0,0,0,0
TRIM16,0,0.122969318162734,0,0,0.125069724529241,0,0
BPHL,0,0,0,0,0,0.248,0
DDX27,0,0,0.248,0,0,0,0
GALNT14,0,0.12,0,0,0.128,0,0
MECP2,0,0,0,0,0.105,0.143,0
APAF1,0,0,0,0,0.247986007375883,0,0
ZBTB25,0,0,0,0,0.247983869241883,0,0
ZNF16,0,0,0,0,0.247735675800264,0,0
CBFA2T2,0,0,0,0,0.247727259817021,0,0
SLC1A3,0,0.146721333334707,0.100530214071509,0,0,0,0
ABI1,0,0.123,0,0,0.124,0,0
QRICH2,0,0,0,0,0,0.247,0
SDHAF2,0,0,0,0,0.247,0,0
ST3GAL1,0.247,0,0,0,0,0,0
THAP9-AS1,0,0.115,0,0,0.132,0,0
USP36,0,0.247,0,0,0,0,0
PIFO,0,0,0,0,0.246774227556908,0,0
NEK6,0,0,0,0,0.246735423325931,0,0
AGPS,0,0,0,0,0.246611906490962,0,0
INPP5K,0,0,0,0.14,0.106543544185305,0,0
TRIQK,0,0.113530718223869,0,0,0.133,0,0
ATG4A,0,0,0,0,0.246110431196342,0,0
AACS,0,0.111,0,0,0.135,0,0
AP000646.1,0.14,0,0,0,0.106,0,0
CCDC74A,0,0.112205430078652,0,0,0.133483908137145,0,0
SHLD1,0,0,0,0,0.245446561074398,0,0
TRIM23,0,0,0,0,0.245016404654599,0,0
CLASRP,0,0,0,0.128,0.117,0,0
SLC25A19,0,0,0.118,0,0.127,0,0
TRANK1,0,0,0,0.142,0,0,0.103
SLC50A1,0,0,0,0,0.244970056935093,0,0
NPIPA9,0,0.12088472575194,0,0,0.123620624991512,0,0
PPM1E,0,0,0,0,0.244503992919809,0,0
ITPK1,0,0,0,0,0.244492943377426,0,0
POM121C,0,0.107863912054197,0,0,0.136434990847243,0,0
IFT88,0,0,0,0,0.244059740460924,0,0
IQCB1,0,0.13,0,0,0.114,0,0
USP37,0,0,0.114,0,0.13,0,0
MYO3A,0,0,0,0,0.243,0,0
SETD6,0,0,0.243,0,0,0,0
TATDN3,0,0,0.111,0,0.132,0,0
ZNF616,0,0.113034110977271,0,0,0.129838245152696,0,0
GRIA4,0,0.242811414415856,0,0,0,0,0
SMIM4,0,0.120165665260675,0,0,0,0.122354445306647,0
LYSMD4,0,0.242,0,0,0,0,0
NAPA,0,0.111,0,0,0.131,0,0
WASHC2A,0,0.111,0,0,0.131,0,0
TRIM5,0,0,0,0,0.241838071714483,0,0
MEGF8,0,0.125494709751771,0,0,0.116,0,0
GREB1,0,0.241433823871226,0,0,0,0,0
SLC25A14,0,0,0.241340652422312,0,0,0,0
IQSEC2,0,0,0,0,0.241336029997526,0,0
CMTM7,0,0,0,0,0.241223299048304,0,0
RIMKLB,0,0,0,0,0.241105705079149,0,0
AEBP1,0,0.134,0,0,0.107,0,0
DIP2B,0,0.105,0,0,0.136,0,0
PCLO,0,0,0,0,0.241,0,0
SAMD4B,0,0,0,0,0.241,0,0
BORCS7,0,0,0,0,0.240982398458886,0,0
COPB1,0,0.137524217782904,0,0,0.103354143411086,0,0
AARS2,0.121,0,0.119,0,0,0,0
ERICH5,0,0,0,0.24,0,0,0
MYO10,0,0.103801631141698,0,0,0.136099858654602,0,0
TAF1C,0,0.108,0,0,0.131548584218947,0,0
AC091959.3,0,0,0,0,0.239222949683868,0,0
FP671120.5,0,0,0,0,0.239023715665074,0,0
FAM171A1,0,0.101,0,0,0.138,0,0
TASOR,0,0.108,0.131,0,0,0,0
TUBGCP4,0,0.239,0,0,0,0,0
ARL16,0,0,0,0,0.238905127241902,0,0
FAM120AOS,0,0.113141808682376,0,0,0.125075403039598,0,0
ACAD9,0,0.112,0.126,0,0,0,0
GCDH,0,0.115,0,0,0,0,0.123
NAA15,0,0.108,0,0,0.13,0,0
PYM1,0,0,0,0,0.237989521260629,0,0
AGFG1,0,0.126,0,0,0.111629980514025,0,0
CCDC92B,0,0,0,0,0.2375781666238,0,0
HNRNPD,0,0.237553838292296,0,0,0,0,0
GON4L,0.119280613428365,0,0,0,0.118258644105479,0,0
GALNT10,0,0,0,0.113,0.124,0,0
NEK3,0,0,0.11,0,0.127,0,0
TAF8,0.123,0,0,0,0.114,0,0
TMEM63A,0,0,0,0,0.236871328188158,0,0
SPIB,0,0,0,0,0.236713102846829,0,0
MBD2,0,0,0,0,0.236658439596682,0,0
RRN3,0,0,0,0,0.236612010232552,0,0
C11orf24,0,0,0,0,0.236459338580009,0,0
CYB5RL,0,0,0,0,0.236298106323044,0,0
AC008555.4,0,0,0,0,0.23621861239273,0,0
FGF7P3,0,0.236185845389533,0,0,0,0,0
AL132800.1,0,0,0,0,0,0.236029103038828,0
DDX47,0,0,0,0,0.236,0,0
FIS1,0,0.109,0,0,0.127,0,0
NR1D2,0,0,0.111,0.125,0,0,0
YLPM1,0,0.112,0,0,0.124,0,0
NBPF1,0,0,0,0,0.235884657001594,0,0
NFKB1,0,0,0,0,0.235490262355515,0,0
TSPAN9,0,0.112,0,0,0.123,0,0
RECQL5,0,0.124819687122276,0.11,0,0,0,0
AC010615.2,0,0,0,0,0.234350864923388,0,0
CYB5R4,0,0,0,0,0.234209536441866,0,0
KIAA0100,0,0,0,0,0.234,0,0
YDJC,0,0,0,0,0.234,0,0
CLK1,0,0,0,0,0,0.123,0.111
NBR1,0,0,0,0,0.107,0.127,0
SNAI3,0,0.233961298049278,0,0,0,0,0
ZNF689,0,0.125875585530462,0,0,0.108059717928082,0,0
GOLGB1,0,0,0,0,0.233771714260659,0,0
GNAQ,0,0,0.233724283130143,0,0,0,0
RPL22,0,0,0.233710347446262,0,0,0,0
AC092329.3,0,0,0,0,0.233621053157765,0,0
PAXBP1,0,0,0.117017406630955,0,0.116548751947697,0,0
ARHGAP11B,0,0,0,0,0.233351621260607,0,0
FBXO21,0,0.122050564137632,0,0,0.111015950626842,0,0
MYEF2,0,0,0,0,0.233,0,0
FBH1,0.109,0.124,0,0,0,0,0
POC1A,0,0.119,0,0,0.114,0,0
SIRT5,0,0.115,0,0,0.118,0,0
BIVM,0,0,0,0,0.232932245926457,0,0
AP1AR,0,0,0,0,0.23286923057003,0,0
CALD1,0,0,0.113487630662533,0,0.119084620135439,0,0
GLI2,0,0,0,0,0.232,0,0
KLC2,0,0,0.122,0,0,0,0.11
ZNF506,0.118,0,0.114,0,0,0,0
NBN,0,0.117115889693899,0,0,0.114569104439398,0,0
FAAH2,0,0,0,0,0.231682891500761,0,0
PHC2,0,0.231593135407,0,0,0,0,0
MTX1,0,0,0,0,0.231,0,0
UBE2Q2,0,0.115,0,0,0.116,0,0
LRRFIP2,0,0,0,0,0.230808529768088,0,0
AC092329.1,0,0,0,0,0.230731376574335,0,0
TONSL,0,0,0,0,0.230617073791481,0,0
SEMA6D,0,0,0,0,0.230298103650607,0,0
LGALS3,0.230267228241229,0,0,0,0,0,0
TMEM131L,0,0,0,0,0.129,0,0.101
PDZD4,0,0,0,0,0.125,0.105,0
SHROOM3,0,0.104,0,0,0.126,0,0
ZNF547,0,0.112086450001216,0,0,0.11789065369171,0,0
NDE1,0,0,0,0,0.229620947371477,0,0
PARM1,0,0,0,0.229434820949319,0,0,0
CDC25B,0,0,0,0,0.229321509171615,0,0
SALL2,0,0.229197268392245,0,0,0,0,0
ETV3,0,0.100478063010394,0,0,0.128577556152022,0,0
CHKB-CPT1B,0,0,0.127,0,0.102,0,0
ATL2,0,0,0.22889514514856,0,0,0,0
WDR45,0,0,0,0,0.107844028901729,0,0.121
TMEM41A,0,0,0,0,0.228843317291389,0,0
ARRDC1-AS1,0,0,0,0,0.228462614787024,0,0
PHACTR2,0,0.119449233156276,0,0,0.109,0,0
MAP2K3,0,0.114447505361283,0,0,0,0,0.113963501990719
ZNF227,0,0,0.228276812667779,0,0,0,0
FBRSL1,0,0,0,0,0.228216284233131,0,0
USP34,0,0,0,0,0.228,0,0
MAGED1,0,0.119355302446781,0,0,0.108630409401821,0,0
JMJD1C,0,0,0,0,0.227741668805869,0,0
HOOK3,0,0,0,0,0.227640956739408,0,0
SLC9A7,0,0,0,0,0,0.227385067766969,0
ITSN2,0,0,0,0,0,0,0.227322828110521
ANGPTL2,0,0,0,0,0.227201757333942,0,0
UVSSA,0,0,0,0,0.22713232495368,0,0
SLC23A2,0,0,0,0,0.227052101663293,0,0
THOC5,0,0,0,0,0.227048117804003,0,0
HERC4,0,0,0,0,0.227,0,0
ZNF587B,0,0,0,0,0.226717840373729,0,0
BBS4,0,0,0,0,0.123449333213069,0.102800477924717,0
TSTD2,0,0,0,0,0.226168404345162,0,0
GAN,0,0,0,0.102,0.124,0,0
SCAMP3,0,0,0.105,0,0.121,0,0
ZFP42,0,0.225146176091554,0,0,0,0,0
HAUS7,0,0.113,0.112,0,0,0,0
PELI3,0,0,0,0,0.225,0,0
BPNT1,0,0,0.118,0,0.107,0,0
MYLIP,0,0.102,0,0,0.123,0,0
PMS2P3,0,0,0,0,0.22490635205928,0,0
BEND4,0,0,0,0,0.224873653221927,0,0
ZFAND4,0,0,0,0,0.224794148711724,0,0
SHC3,0,0,0,0,0.22463063771357,0,0
PDE6B,0,0,0,0,0.224611749609411,0,0
CACNA2D3,0,0,0,0,0.224353194935708,0,0
GFM2,0,0,0,0,0.224274228451273,0,0
RPGRIP1L,0,0,0,0,0.224067376263133,0,0
RBM7,0,0.116,0,0,0.108,0,0
DDX55,0,0.122,0,0,0.102,0,0
ZNF205,0,0,0,0,0.223586404237879,0,0
ARRB1,0,0,0,0,0.223058080396115,0,0
DDX39B,0,0,0,0,0.223,0,0
DLEU1,0,0,0.113,0,0,0.11,0
ENTR1,0,0,0.111,0,0,0.112,0
IP6K2,0.117,0,0,0,0.106,0,0
LGALS1,0,0,0,0,0.223,0,0
PRC1,0,0,0,0,0.223,0,0
SUSD1,0,0,0.108,0,0.115,0,0
IKZF5,0,0,0,0,0.222952915323901,0,0
PFKFB2,0,0,0,0,0.222285575726705,0,0
ADAMTS3,0,0,0,0,0.222148541943172,0,0
WDR26,0,0,0.101,0,0.121,0,0
FAM210A,0,0.114103860935432,0,0,0.107730376636241,0,0
DNMT3A,0,0.109446919212261,0,0,0.111754406578154,0,0
PGBD5,0,0,0,0,0.221137092798555,0,0
CIAO2A,0,0,0.107,0,0.114,0,0
IRF1,0,0,0,0,0.221,0,0
RGL2,0,0.107,0,0,0.114,0,0
SLC35B1,0,0,0,0,0.221,0,0
THUMPD3-AS1,0,0.117,0,0,0.104,0,0
TIMELESS,0.118,0,0,0,0.103,0,0
TRAPPC2L,0,0.220813000951109,0,0,0,0,0
UXS1,0,0.10807730293394,0,0,0.112498917954052,0,0
AC245060.4,0,0,0,0,0,0.22056889487592,0
PRMT1,0,0,0,0,0.220487417320787,0,0
UBB,0,0,0,0,0.220148156764693,0,0
INTS13,0,0.114,0.106,0,0,0,0
TOP3A,0,0,0,0,0.22,0,0
TM9SF4,0,0,0,0,0.115592058044518,0,0.104
BMPR2,0,0.219491377121636,0,0,0,0,0
RAB30-DT,0,0,0,0,0.219055927809639,0,0
H2BC11,0,0.219022066604829,0,0,0,0,0
GPR137B,0,0,0,0,0.115,0.104,0
MUC3A,0,0.219,0,0,0,0,0
NUP93,0,0.101,0,0,0.117842511961923,0,0
TUBGCP6,0,0,0,0,0.218807112671856,0,0
PDLIM3,0,0,0.218626014530192,0,0,0,0
MTMR7,0,0.218595832205415,0,0,0,0,0
ST6GALNAC3,0,0,0,0,0.218548975291881,0,0
BRCC3,0,0.111624527702861,0,0,0.106668467397569,0,0
TMTC3,0,0,0,0,0.218187647261651,0,0
GPC2,0,0,0,0,0.218169515832626,0,0
MAN2A1,0,0,0.218072897868339,0,0,0,0
HEXD,0,0.108,0,0,0.11,0,0
JADE1,0.102,0,0.116,0,0,0,0
KCTD10,0,0.105,0,0,0.113,0,0
TUSC3,0,0,0,0,0.218,0,0
ZNF512,0,0.105,0.113,0,0,0,0
ZNF530,0,0.218,0,0,0,0,0
RBM19,0,0,0,0,0.217948362991056,0,0
CDV3,0,0.115527950517895,0.101892259219117,0,0,0,0
STEAP1B,0,0,0,0,0.217413062909471,0,0
TCF19,0,0,0.21738846301149,0,0,0,0
ZNF91,0.104,0,0.113328645469241,0,0,0,0
DRAM2,0.217243814658624,0,0,0,0,0,0
ELP5,0,0,0.217229647789283,0,0,0,0
BX284668.5,0,0.217220027380047,0,0,0,0,0
ALKBH8,0,0,0,0.114,0,0,0.103
PRKX,0,0,0,0,0.11,0.107,0
STK33,0,0.217,0,0,0,0,0
TMEM263,0,0,0,0,0.216983037916347,0,0
FMNL2,0,0,0,0,0.216645281407892,0,0
NCOA5,0,0.115726590640237,0,0,0.100597175654184,0,0
MFSD13A,0,0,0,0,0.216194745397494,0,0
COQ3,0,0.114,0,0,0,0.102182262571764,0
MAP7D1,0,0.11,0,0,0.106,0,0
OGFOD3,0,0.109,0,0,0.107,0,0
PRPSAP2,0,0.215901869895621,0,0,0,0,0
TMEM43,0,0,0,0,0.215645664899869,0,0
CUTA,0,0.112361003766599,0.103118690532672,0,0,0,0
MTSS2,0,0,0,0,0.215091187656936,0,0
TVP23A,0,0,0.215083044062857,0,0,0,0
PRR5-ARHGAP8,0,0,0,0,0.214714131921447,0,0
USP19,0,0,0.11056205369164,0,0.103882916180565,0,0
C20orf96,0,0,0,0,0.214408308575874,0,0
GDAP2,0,0,0,0,0.214379245590518,0,0
MRLN,0,0,0,0,0.214135811679437,0,0
AGO4,0,0,0.102,0,0,0,0.112
GUSB,0.214,0,0,0,0,0,0
WDR59,0,0,0,0,0.214,0,0
N4BP1,0,0,0,0,0.213820540381652,0,0
TMEM59,0,0.102650201918148,0,0,0.11082209385938,0,0
TRAPPC3,0,0,0,0,0.21309600462202,0,0
DEF8,0,0,0,0,0.213,0,0
HEATR6,0,0,0,0,0.213,0,0
IKBKB,0,0.213,0,0,0,0,0
SSBP3,0,0,0,0,0.213,0,0
UBA6-AS1,0,0,0,0,0.213,0,0
CEP350,0,0.106983771097074,0,0,0.106,0,0
ATP8A2,0,0,0,0,0,0.212851284054079,0
MSANTD4,0,0,0,0,0.212239109175962,0,0
TTC7A,0,0.212102267930286,0,0,0,0,0
DNAH14,0,0,0,0,0.212,0,0
MIAT,0,0,0,0,0,0,0.212
YTHDF2,0,0,0,0,0.212,0,0
ATG4B,0,0,0,0,0.10970463210274,0,0.102
DNAAF5,0,0,0,0,0.211567466647855,0,0
LRIG1,0,0.101,0,0,0.11,0,0
TMEM92,0,0,0,0,0.211,0,0
OPLAH,0,0,0,0.210837989440041,0,0,0
RLIM,0,0.21075919600092,0,0,0,0,0
PRDM15,0,0.210655018054506,0,0,0,0,0
OCRL,0,0,0,0,0.210254196467056,0,0
PPM1A,0,0.109046153676444,0,0,0.101,0,0
CD164,0,0,0,0,0.210026606600886,0,0
FCHO1,0,0,0,0,0.209640943797523,0,0
USP20,0,0,0,0,0.20963765217938,0,0
CLINT1,0,0,0,0,0.101647427640489,0.107862192535813,0
DOT1L,0,0.106,0,0,0.103,0,0
MANSC1,0,0,0.209,0,0,0,0
METTL4,0,0,0,0,0.209,0,0
SLC7A6OS,0,0.103,0.106,0,0,0,0
NINL,0,0,0,0,0.208795755170328,0,0
MRPL36,0,0.102240366793941,0,0,0.106497891209964,0,0
SNAPC3,0,0,0,0,0.208377274742243,0,0
ETV4,0,0,0,0,0.208,0,0
OLFML2A,0,0.208,0,0,0,0,0
MCMBP,0,0.107250339083871,0,0,0.100519198779796,0,0
GAS8,0,0.207708138189394,0,0,0,0,0
AP3M2,0,0,0,0,0.20726600804324,0,0
POLA2,0,0,0,0,0.207250814536556,0,0
STEAP2,0,0.207,0,0,0,0,0
ZBTB21,0,0,0,0,0,0,0.206958480211432
TSEN2,0,0,0,0,0.206870144171074,0,0
AL732372.2,0,0,0,0,0.206463751677292,0,0
SLC11A2,0,0,0,0,0.206110761155193,0,0
FAM53C,0,0.105,0,0,0.101,0,0
GDPD2,0,0.206,0,0,0,0,0
MED17,0,0.206,0,0,0,0,0
TEAD3,0,0,0,0,0.206,0,0
RPL21,0,0,0,0.103021079109342,0,0,0.102626903042418
DSN1,0,0,0.205459901358822,0,0,0,0
LDLRAD3,0,0,0,0,0.205220785539103,0,0
BDP1,0,0.104,0,0,0.101,0,0
OXA1L,0,0,0,0,0.205,0,0
ZNF711,0,0.204964269819857,0,0,0,0,0
MPRIP,0,0,0,0,0.204961733630952,0,0
UBIAD1,0,0,0,0,0.204949572527616,0,0
LSM1,0,0,0,0.204753886461824,0,0,0
GAPVD1,0,0,0,0,0.20449756056334,0,0
TTC26,0,0,0,0,0.204079292202635,0,0
NCOA1,0,0,0,0,0.204,0,0
RHOT1,0,0,0,0,0.204,0,0
VLDLR,0,0,0,0,0.203842077907977,0,0
PHTF1,0,0,0,0,0.203703353722036,0,0
ZNRD1,0,0,0,0,0.203652254943304,0,0
DCAF10,0,0,0,0,0.203497313836548,0,0
BCAR1,0.203072177358017,0,0,0,0,0,0
SPRYD7,0,0,0,0,0.203045669277679,0,0
RPP30,0,0,0.101,0,0.102,0,0
GSTCD,0,0,0,0,0.202666890897841,0,0
IGHMBP2,0,0,0,0.202591339637689,0,0,0
ACYP1,0.100808252438214,0,0,0,0.101723164848751,0,0
TMUB2,0,0.101,0,0,0.101202042086424,0,0
PPP2R3A,0,0,0,0,0.202110416025432,0,0
NFKBIZ,0,0,0,0,0.202,0,0
SP4,0,0,0,0,0.202,0,0
ZNF260,0,0,0,0,0.202,0,0
ZNF410,0,0.101,0,0,0.101,0,0
AC005083.1,0.201910884933942,0,0,0,0,0,0
CASP8,0,0,0,0,0.201747844891735,0,0
AL162417.1,0,0,0,0,0.201697279159889,0,0
PDGFD,0,0,0,0,0,0.201393706154084,0
CNKSR1,0,0,0,0,0.201142973431202,0,0
GCAT,0,0,0,0,0.201,0,0
MYO9A,0,0,0,0,0.200995622456063,0,0
AC091493.1,0,0.200940803341474,0,0,0,0,0
PWWP2B,0,0,0,0,0.200892794496764,0,0
DYNC1LI1,0,0,0,0,0.200029702075673,0,0
ETF1,0,0,0,0,0.2,0,0
PPARGC1B,0,0,0,0,0.2,0,0
PXMP4,0,0,0,0.2,0,0,0
TDRKH,0,0.199891762316203,0,0,0,0,0
VPS41,0,0,0,0,0.199661189299746,0,0
KLF10,0,0,0,0,0.199018626436051,0,0
CCNJL,0,0,0,0,0.199,0,0
ZMAT4,0,0,0,0,0.199,0,0
ZNF3,0,0,0,0,0.199,0,0
NOL10,0,0,0,0,0.198836026476214,0,0
TMEM168,0,0,0,0,0.198715656279544,0,0
IVNS1ABP,0,0,0,0,0.198572974617596,0,0
ZNF724,0,0,0,0,0.198447059334711,0,0
CHTOP,0,0,0,0,0.198383288780143,0,0
TRAF5,0,0,0,0,0.198322683754878,0,0
SH3BP2,0,0,0,0,0.198,0,0
ZSWIM8,0,0,0,0,0,0.198,0
RAB11FIP4,0,0,0,0,0.197985718714616,0,0
TRAF2,0,0,0,0,0.197808460171835,0,0
ZC3H13,0,0,0.197769156298394,0,0,0,0
RARG,0,0,0,0,0.197463481519142,0,0
LCOR,0,0,0,0,0.197390888694475,0,0
PFKFB4,0,0,0,0,0.197350857014735,0,0
PXDN,0,0,0,0,0.197,0,0
SLC7A2,0,0,0,0,0.196763929476137,0,0
REV1,0,0,0,0,0.196628900586907,0,0
STEAP3,0,0.196570230416893,0,0,0,0,0
ARHGEF5,0,0,0.196151837264207,0,0,0,0
ADD2,0,0,0,0,0.196060984051562,0,0
ARFGAP2,0,0,0,0,0,0.196,0
RWDD1,0,0,0,0,0.196,0,0
SMPDL3A,0,0,0,0,0.195938464643324,0,0
AL121885.2,0,0.195936966092697,0,0,0,0,0
LPAR2,0,0,0,0,0.195713169522326,0,0
CALCOCO1,0,0,0,0,0.195629753849939,0,0
ZSCAN2,0,0,0,0,0.195513180108622,0,0
PCSK7,0,0,0.195,0,0,0,0
IGSF5,0,0.194876941119279,0,0,0,0,0
ZNF839,0,0,0,0,0.194331405234333,0,0
SNX19,0,0.194070965702276,0,0,0,0,0
KLHL7,0,0,0,0,0.194,0,0
PTGR1,0,0,0,0,0.194,0,0
WDFY3,0,0,0,0,0.193524708542702,0,0
CPXM2,0,0,0.193210574787579,0,0,0,0
AC060780.1,0,0.193,0,0,0,0,0
EZH2,0,0,0,0,0.193,0,0
POMT1,0,0,0,0,0.193,0,0
UTP4,0,0,0,0,0.193,0,0
BAD,0,0.192919111217473,0,0,0,0,0
PLEKHH1,0,0,0,0,0.192625961763935,0,0
RBM18,0,0,0,0,0.192106113153165,0,0
EGLN1,0,0,0,0,0.192,0,0
CD3EAP,0,0,0,0,0.191645294729507,0,0
CEP135,0,0,0,0,0.191619654716082,0,0
CEP57,0,0,0,0,0.191541625646386,0,0
FGD6,0,0,0,0,0.191484870181059,0,0
PLA2G3,0,0,0,0,0.191,0,0
SYT4,0,0,0,0,0,0,0.190691667643725
TPM2,0,0,0,0,0.190439348126063,0,0
ERLIN2,0,0,0,0,0.190405541666714,0,0
ZDHHC13,0,0,0,0,0,0,0.19
AIFM1,0,0,0,0,0.189776240246454,0,0
ANXA7,0,0,0,0,0.189297509820766,0,0
COL9A1,0,0,0,0,0.189244621584456,0,0
BOK,0,0,0,0,0.189,0,0
GPR161,0,0,0,0,0.189,0,0
LMBR1L,0,0,0,0,0.189,0,0
DDX3Y,0,0,0,0,0.188751835627623,0,0
DMXL1,0,0,0,0,0.18846222208718,0,0
QTRT2,0,0,0,0,0.188411216165216,0,0
MDM1,0,0,0,0,0.188,0,0
RABGEF1,0,0,0,0,0.188,0,0
SFXN4,0,0,0,0,0.187742968281868,0,0
IDH3A,0,0,0,0,0.187,0,0
STPG1,0,0,0,0,0.186676829735386,0,0
MFSD9,0,0,0,0,0.186613611996963,0,0
DNAL4,0,0,0,0,0.186566861245355,0,0
ADGRB1,0,0,0,0,0.186254508649939,0,0
FAM53B,0,0,0,0,0.186,0,0
KATNA1,0,0,0,0,0.186,0,0
UBL7-AS1,0,0,0,0,0.186,0,0
EIF6,0,0,0,0,0.185905725171566,0,0
EPS8,0,0.185733844692671,0,0,0,0,0
ZFX,0,0.185687991756631,0,0,0,0,0
SYNJ2,0,0.185669121944301,0,0,0,0,0
CYB5R3,0,0,0,0,0.18550713152947,0,0
ZNF552,0,0.185499221880216,0,0,0,0,0
PRKCQ,0,0,0,0,0,0.185452679573121,0
AC005076.2,0,0,0,0.18513480658307,0,0,0
ABCC5,0,0,0,0,0.184816031689558,0,0
UBAC2,0,0,0,0,0.184492325993977,0,0
AC126755.1,0,0,0,0,0.184364196548603,0,0
ZNF397,0,0,0,0,0.184103584477373,0,0
FLVCR2,0,0,0.184,0,0,0,0
SCAI,0,0,0,0,0.183448467968323,0,0
RBL1,0,0,0,0,0.183087551305035,0,0
DCUN1D2,0,0,0,0,0.183,0,0
NKTR,0.183,0,0,0,0,0,0
NOP16,0,0,0,0,0.183,0,0
KCNG1,0,0.182,0,0,0,0,0
RNLS,0,0,0,0,0.182,0,0
ZHX1,0,0,0,0,0.182,0,0
ZNF569,0,0.182,0,0,0,0,0
MLLT1,0,0,0,0,0.181681524093776,0,0
TRMT44,0,0,0,0,0,0.181336607624836,0
ZFP64,0,0,0,0,0.181230049389806,0,0
ZSCAN23,0,0,0.181199152698095,0,0,0,0
TMEM53,0,0,0,0,0.181157203227257,0,0
GORAB,0,0,0,0,0.181137254371738,0,0
DUS4L-BCAP29,0,0,0,0,0.181,0,0
NCSTN,0,0,0,0,0.181,0,0
ZNF248,0,0.181,0,0,0,0,0
CACNA2D2,0,0,0,0,0.180697264271886,0,0
CDCA4,0,0,0.18061961100097,0,0,0,0
MTMR12,0,0,0,0,0.180183620160274,0,0
AL117378.1,0,0.18,0,0,0,0,0
ATG9A,0,0,0,0,0.18,0,0
PAAF1,0,0,0,0,0.18,0,0
AC002116.2,0,0,0,0,0.179869888302931,0,0
RWDD2A,0,0,0,0,0.179864757704136,0,0
RC3H2,0,0,0,0,0.179826342053416,0,0
MMAB,0,0,0,0,0.179741541887552,0,0
CLSPN,0,0,0,0,0.179658504511906,0,0
MTRR,0,0,0,0,0.179552734809967,0,0
ST6GALNAC4,0,0,0,0,0.179043082878614,0,0
TJAP1,0,0,0,0,0.179036197753656,0,0
MTMR2,0,0,0,0,0.179,0,0
RPE,0,0,0,0,0.178817198821327,0,0
PIP4P1,0,0,0,0,0.178743506887591,0,0
OSGIN2,0,0.178431296537618,0,0,0,0,0
PRMT9,0,0,0,0,0.178063392007717,0,0
AC104389.5,0,0,0,0,0.178,0,0
NAT9,0,0,0,0,0.178,0,0
RAB22A,0,0,0,0,0,0.178,0
RHOBTB1,0,0,0,0,0.178,0,0
MOV10,0,0,0,0,0.177558303843487,0,0
FHDC1,0,0,0,0,0.17718355762125,0,0
ERVMER34-1,0,0,0,0,0.177103927125134,0,0
ANO5,0,0,0,0,0.177,0,0
DPP4,0,0,0.177,0,0,0,0
TRIM6-TRIM34,0,0,0,0,0.177,0,0
ZNF263,0,0,0,0,0.177,0,0
