Genes,NGN2.BIO1755497.00040nM,NGN2.BIO2006152.00150nM,NGN2.BIO2059811.00870nM,NGN2.BIO2135644.01000nM,NGN2.BIO2136770.00300nM,NGN2.BIO1949634.03000nM,NGN2.BIO2060573.03000nM,NGN2.BIO2070692.01680nM
OFD1,0,0,0.161,0,0,0.145,0,0
ROBO2,0,0,0,0.153,0,0.153,0,0
TIA1,0,0,0.158,0,0,0.148,0,0
CFAP410,0,0,0,0,0,0,0.305,0
CU633967.1,0,0,0,0,0,0.304954139244041,0,0
CENPX,0,0,0.144311340271848,0,0,0.160059437159584,0,0
B4GALT4,0,0,0.169325086334799,0,0.135,0,0,0
ACSF3,0,0,0.304019783968914,0,0,0,0,0
NAPA,0,0,0,0,0,0.304,0,0
STT3A,0,0,0,0,0,0.174599907399855,0.129156077146914,0
HLCS,0,0,0,0,0,0.303563856654648,0,0
RPS6KL1,0,0,0,0,0,0.121,0.182196253953483,0
PKD2,0,0.12,0.183,0,0,0,0,0
POLDIP3,0,0,0.144,0,0,0.159,0,0
MTHFD2L,0,0,0,0,0,0.302798109404711,0,0
GAN,0,0,0.302456825923913,0,0,0,0,0
ZZEF1,0,0,0.302435041181949,0,0,0,0,0
GOLGA3,0,0,0.163060562844829,0,0,0.139285019689764,0,0
ZNF707,0,0,0,0.302290904302902,0,0,0,0
ATP2B1,0,0,0.138,0,0,0.164107743400371,0,0
AGAP3,0,0,0.137,0,0,0,0,0.165
FAN1,0,0,0.137,0,0.165,0,0,0
ADCK1,0,0,0,0.156,0,0.146,0,0
SLC25A42,0,0,0,0,0,0,0.301246281137681,0
C18orf54,0,0,0,0,0,0,0.301,0
BRCA1,0,0,0.300702006807833,0,0,0,0,0
CYP4V2,0,0,0,0,0,0.300603252211418,0,0
TMEM177,0,0.300182439909798,0,0,0,0,0,0
ABHD11,0,0,0.3,0,0,0,0,0
HDAC9,0,0.15,0,0,0,0.15,0,0
NME4,0,0,0,0,0,0,0,0.3
TAF1A,0,0,0,0,0,0,0.299858482905947,0
OPN3,0,0,0.182089454884325,0,0,0.117268663460679,0,0
TSPOAP1,0,0,0.137,0,0,0,0.162,0
EIF4A1,0,0,0,0,0,0.145,0,0.154
GGA1,0,0,0.195,0,0,0,0.104,0
STARD3,0,0,0,0,0,0,0,0.299
CENPN,0,0,0.197767605999516,0.101,0,0,0,0
GTF2H5,0,0,0.1718200568403,0,0,0.126869276402324,0,0
PARP11,0,0,0.158466619383529,0,0,0,0,0.14
C1orf94,0,0,0,0,0.298342861216442,0,0,0
AL109827.1,0,0,0.157,0,0,0.141,0,0
SHROOM1,0,0,0,0.155,0.143,0,0,0
BBS4,0,0,0.134,0,0,0.163,0,0
AC105383.1,0,0,0.297,0,0,0,0,0
MAP3K4,0,0.183,0.114,0,0,0,0,0
ZNF559,0,0,0,0.296649948604625,0,0,0,0
MAFK,0,0,0,0,0,0.296616663384159,0,0
FKTN,0,0,0,0.296492029031572,0,0,0,0
PSTK,0.296456187737008,0,0,0,0,0,0,0
TCF15,0,0,0,0,0.296379878913362,0,0,0
AXIN2,0,0,0.29551419172025,0,0,0,0,0
SCAMP5,0,0,0.155,0,0,0.14,0,0
EPB41L4A,0,0,0.294528201344711,0,0,0,0,0
AC078883.1,0,0,0,0,0,0.294,0,0
FAM13C,0.108,0,0,0,0,0.186,0,0
PABPC4,0,0,0.143,0.151,0,0,0,0
PRRT3,0,0.142,0.152,0,0,0,0,0
RFFL,0,0,0,0,0,0.15,0,0.144
ZNF74,0,0,0,0,0,0,0,0.293304398570372
CYP4A11,0,0,0,0,0,0.292795029478332,0,0
KTN1,0,0,0,0,0,0.177435334924244,0.115,0
EBF3,0,0,0,0,0,0.146292983712269,0.146044140281749,0
EEF1AKMT4-ECE2,0,0,0,0,0,0.292219072681083,0,0
MID1IP1,0,0,0.126,0,0,0.166,0,0
AC009054.2,0,0,0,0,0,0,0,0.291070489303587
EME2,0,0,0,0.291031529327321,0,0,0,0
EEF1AKMT4,0,0,0,0,0,0.290888540148703,0,0
SMC2,0,0,0,0,0,0,0,0.290178689543803
PELI1,0,0,0,0.137008359606915,0,0,0.152661273602319,0
ACBD4,0,0,0,0,0,0,0.289474369821583,0
KBTBD4,0,0,0,0,0,0.289282400401558,0,0
FAM151B,0,0,0,0,0,0,0.289139272670076,0
DIP2A,0,0,0.289,0,0,0,0,0
SLC2A6,0,0,0.102,0,0,0,0.187,0
SEZ6,0,0,0.184815431864748,0,0.104,0,0,0
EP400P1,0.288159329967023,0,0,0,0,0,0,0
PGAP3,0,0,0.125,0,0,0.163,0,0
AC009053.2,0,0,0,0,0.28786736948603,0,0,0
RIMBP2,0,0,0,0,0,0.117098017253682,0,0.170623364903312
ZNF250,0,0,0.287688403001564,0,0,0,0,0
GFM2,0,0,0.147,0,0,0.14,0,0
SUGT1,0,0,0.100121688599329,0,0,0.186815669806039,0,0
BCAR3,0,0,0,0.286416946958909,0,0,0,0
LDLRAD3,0,0,0,0,0,0,0.286122674180294,0
ASGR1,0,0,0.286,0,0,0,0,0
UBA6-AS1,0,0,0,0.181,0,0.105,0,0
ZNF283,0,0,0.285950351977011,0,0,0,0,0
FAM131A,0.117,0,0.168827415125115,0,0,0,0,0
PVR,0,0,0,0.123,0,0,0,0.162
GMFG,0,0,0,0.284583813083654,0,0,0,0
AC104411.2,0,0,0,0,0,0.284539944320815,0,0
CHEK1,0,0,0,0,0.284161164565119,0,0,0
RAPH1,0,0,0.142,0.142,0,0,0,0
ECM1,0,0,0,0,0,0.283126161754498,0,0
MPST,0,0,0.28308931070402,0,0,0,0,0
SPIRE2,0,0,0,0,0,0,0.283064836796182,0
RNF38,0,0,0,0.165,0,0.118,0,0
CCHCR1,0.282998465419589,0,0,0,0,0,0,0
NAIP,0.282820026064892,0,0,0,0,0,0,0
MVB12A,0,0,0.282270213507415,0,0,0,0,0
AL157834.2,0,0,0.282170368477556,0,0,0,0,0
BCL11A,0,0,0,0.141,0,0.141,0,0
CCDC74B,0,0,0,0,0,0,0.28129621084612,0
AC006001.3,0,0,0,0.18,0,0.101,0,0
SERTAD4-AS1,0,0,0.28075203736706,0,0,0,0,0
PPP1R32,0,0,0.280213280656162,0,0,0,0,0
PANK1,0,0,0.15,0,0,0.13,0,0
PPP1R1C,0,0,0.133,0,0,0,0,0.147
ICOSLG,0,0,0,0,0.279122118809729,0,0,0
CCDC24,0,0.279,0,0,0,0,0,0
PPP1R3F,0,0,0,0,0.108,0,0,0.171
SLC38A9,0,0,0.101,0,0.178,0,0,0
TFDP1,0,0,0.115,0,0,0.164,0,0
BOK,0,0,0.177,0.102,0,0,0,0
INPP4B,0,0,0.278747728318508,0,0,0,0,0
SLC35F1,0,0,0.115553880081625,0,0,0.163139528367193,0,0
ISG20L2,0,0,0.107483554426265,0,0,0.171206676548886,0,0
AC092329.3,0,0,0,0,0,0.156102561863166,0,0.122
FSTL4,0,0.278043070958798,0,0,0,0,0,0
VPS13B,0,0,0,0,0.142,0.136,0,0
NF2,0,0,0,0.102,0,0.176,0,0
LINC01123,0,0,0,0,0,0,0.277926446619937,0
SLCO5A1,0,0,0.129261926524574,0,0,0.148277441186436,0,0
CARD8,0,0.124,0,0,0,0.153,0,0
ZNF131,0,0,0.148,0,0,0.129,0,0
ZNF562,0,0,0.164,0,0.113,0,0,0
CACHD1,0,0.276975671104249,0,0,0,0,0,0
HIC2,0,0,0.125425369056165,0,0,0,0,0.151242335104018
ZNF419,0,0,0.276533289039206,0,0,0,0,0
RPL35,0,0,0.126679691005087,0,0,0.149436431504613,0,0
CDK5RAP1,0,0,0.158,0,0,0,0.118,0
CTSL,0,0,0.137,0,0,0,0.139,0
PRKAR1A,0,0.276,0,0,0,0,0,0
ALDH18A1,0,0,0.103,0,0,0.173,0,0
NFKBIL1,0.141663059687959,0,0,0.134,0,0,0,0
TRAPPC6A,0,0,0.15619084811107,0,0,0,0.119241705181503,0
FOXP2,0,0,0.275358176730178,0,0,0,0,0
RHOBTB1,0,0,0,0.275160271420273,0,0,0,0
EEA1,0,0,0.275,0,0,0,0,0
HERPUD2,0,0,0,0.142,0,0.133,0,0
SLC17A7,0,0,0.116,0,0,0.159,0,0
C8orf44,0,0,0.274745737570054,0,0,0,0,0
FAM219A,0,0,0.15057854260811,0,0,0.123969731479583,0,0
MAGI3,0,0,0,0,0,0.274134034604387,0,0
AP000295.1,0,0,0.131,0.143,0,0,0,0
SLC35B3,0,0,0,0.172,0,0,0,0.102
HELQ,0,0,0,0,0.273519987921328,0,0,0
TMSB15B,0,0,0.27332531221463,0,0,0,0,0
EVI5,0,0,0,0,0.166,0,0.107,0
INTU,0,0,0,0,0,0.273,0,0
WASH2P,0,0,0.273,0,0,0,0,0
LCOR,0,0,0.272826251050598,0,0,0,0,0
SCARA3,0,0,0,0.272536014253792,0,0,0,0
ZNF426,0,0,0,0,0,0.272533389569206,0,0
TMEM126A,0,0,0,0,0,0.145,0.127183908648201,0
BAG6,0,0,0.134,0,0,0,0,0.138
NFATC3,0,0,0,0,0.141,0.131,0,0
RIF1,0,0,0,0.127,0,0.145,0,0
TAFA2,0,0,0,0,0,0.125894911143087,0.146,0
GNPTAB,0,0,0.170976008097621,0,0,0.100745602185032,0,0
KIF13A,0,0,0.271633662889859,0,0,0,0,0
AC120057.2,0,0,0.27160174030867,0,0,0,0,0
PRRG1,0,0,0,0,0,0,0.271081438127691,0
FAHD2B,0.155,0,0,0,0,0.116,0,0
ZXDC,0,0,0.142,0.129,0,0,0,0
COQ2,0,0,0,0,0,0.126199686125602,0.144027889679071,0
ARVCF,0,0.121,0.149222115793181,0,0,0,0,0
SEMA5B,0.269244042038567,0,0,0,0,0,0,0
PIBF1,0,0,0.126,0.143,0,0,0,0
SEPTIN7P2,0,0,0,0,0,0.269,0,0
ZSCAN31,0,0,0,0.115,0.154,0,0,0
BCL9L,0,0.129,0.139935460332694,0,0,0,0,0
TOR1AIP2,0,0,0,0.109807118858348,0.159,0,0,0
SHANK2,0,0,0.106,0,0.162218514060961,0,0,0
NAA38,0,0,0.133746342350268,0,0,0.134350150984085,0,0
PYM1,0,0,0.104464815128714,0,0,0.163598861386721,0,0
MPHOSPH9,0,0,0.26800130053666,0,0,0,0,0
EIF4G3,0,0,0,0,0,0.151,0.117,0
LRRC40,0,0,0.133,0,0,0.135,0,0
MINDY4,0,0,0,0,0,0,0.268,0
RPL37A,0,0,0,0,0,0.267721555889532,0,0
TMEM129,0,0,0.267696697746453,0,0,0,0,0
UBC,0.148534524626302,0,0,0,0,0.118905793289551,0,0
CACNG7,0,0,0.14,0,0,0.127,0,0
STK19,0,0,0.131,0.136,0,0,0,0
SCN8A,0,0.106,0.160854706644929,0,0,0,0,0
GATAD1,0,0,0,0.148805798092605,0,0.118022262359671,0,0
CHD5,0,0,0,0.266254511792803,0,0,0,0
PRPF18,0,0,0.134781494091369,0,0,0.131291061989489,0,0
SLC29A1,0,0,0,0,0,0.266050594537863,0,0
MFSD13A,0,0,0,0,0,0.266004155567895,0,0
AC073050.1,0,0,0,0,0,0.26586415141008,0,0
RPAIN,0,0,0,0,0,0.116,0.149,0
ZNF506,0,0,0,0,0,0.26454179735494,0,0
CDC14B,0.264367770715065,0,0,0,0,0,0,0
NGLY1,0,0,0.143,0,0,0.121,0,0
PHF12,0,0,0.153,0,0,0,0.111,0
SENP5,0,0,0,0,0,0.126,0.138,0
TRAPPC2,0,0,0,0.106,0,0.158,0,0
KANSL2,0,0,0,0.132955937601606,0,0,0,0.131039221350768
ZNF264,0,0,0,0,0.263944581219336,0,0,0
AC132008.2,0,0,0.132,0,0,0,0.131929203970254,0
EXOG,0,0.128698384007371,0,0.13521045201927,0,0,0,0
RYR3,0,0.263380892379824,0,0,0,0,0,0
CENPT,0,0,0.263,0,0,0,0,0
DZIP1,0,0,0.129,0,0,0.134,0,0
GTF2H3,0,0,0,0.113,0,0,0,0.15
TXNL4A,0,0,0.138,0,0,0.125,0,0
ZC3H11A,0.121,0,0,0,0,0.142,0,0
CDAN1,0,0,0,0,0,0,0,0.262514355407577
ADGRB3,0,0.128,0,0,0,0.134,0,0
TRO,0,0,0.134,0,0,0.128,0,0
RIN2,0,0,0.126,0.135548988360537,0,0,0,0
AOPEP,0,0,0,0,0.26124870072992,0,0,0
PRODH,0,0,0,0,0.261059497226456,0,0,0
NDUFA10,0,0,0,0,0,0.124,0.137,0
USP4,0,0,0.105,0,0,0.156,0,0
ZNF875,0.104,0,0,0.157,0,0,0,0
SNX19,0,0,0.155975151909593,0,0,0.105,0,0
RGPD5,0,0,0,0.140211019590903,0,0.120716031698536,0,0
FER,0,0,0,0.26068845916,0,0,0,0
MBD2,0,0,0.135185007806788,0,0,0.12535197981676,0,0
ZSCAN18,0,0,0,0,0.260385367506345,0,0,0
LINC00862,0,0,0,0,0.260263284386438,0,0,0
CZIB,0,0,0,0.151073870989336,0,0.10910896871275,0,0
ARHGEF9,0,0.115,0,0,0,0.145,0,0
RFC5,0,0,0.142,0,0,0,0.118,0
DUSP16,0,0,0.104,0,0,0.155486417564059,0,0
ALDOC,0,0,0,0.113,0,0.146384196368779,0,0
STAR,0,0,0,0,0,0.259380854370748,0,0
DNMT3A,0,0,0.128,0,0,0.131,0,0
IPO9,0,0,0.116,0,0,0.143,0,0
TMEM255A,0,0,0.143,0,0,0.116,0,0
LINC01572,0,0,0.258665031413322,0,0,0,0,0
TTC9C,0,0,0.118495089451844,0,0,0,0.139950565323682,0
KLHL36,0,0,0,0,0,0.258203696239188,0,0
CTBP2,0,0.258065913508428,0,0,0,0,0,0
ZNF75A,0,0,0,0.258031165609485,0,0,0,0
AC004540.1,0,0,0,0.258,0,0,0,0
ANK3,0,0,0.129,0,0,0,0.129,0
P4HTM,0,0.258,0,0,0,0,0,0
ZNF347,0,0,0,0,0.11,0,0.148,0
ZSCAN29,0,0,0.124,0.134,0,0,0,0
STK25,0,0,0.257525290533895,0,0,0,0,0
CSNK1G2,0,0,0.131,0,0,0.126363313861421,0,0
AGFG2,0.257134983787486,0,0,0,0,0,0,0
SPTAN1,0,0,0.105729221730793,0,0,0.151302996247799,0,0
CPB1,0,0,0.143,0,0,0.114,0,0
CTNND2,0,0,0.114,0,0,0.143,0,0
GAL3ST3,0,0,0.114,0,0,0.143,0,0
POLB,0,0,0.127,0,0,0.13,0,0
TDRD3,0,0,0.15,0.107,0,0,0,0
C2orf27A,0,0,0.25631479901354,0,0,0,0,0
CHRNB3,0,0,0,0.256,0,0,0,0
CLCC1,0.256,0,0,0,0,0,0,0
HGH1,0,0.14,0,0,0.116,0,0,0
STOML1,0,0,0,0.125,0,0,0,0.130906067570636
PTPN2,0,0,0,0.136862626859072,0.119,0,0,0
HMGN3,0,0,0.146101295166786,0,0,0.109638939375097,0,0
NOTCH4,0,0,0,0.255600055313238,0,0,0,0
CASP8AP2,0,0,0,0.255594332570779,0,0,0,0
LINC00678,0,0,0,0,0.255590191489331,0,0,0
CCDC65,0,0,0.255430486742264,0,0,0,0,0
CCDC15,0,0,0,0,0.255353217013218,0,0,0
LY6G5C,0,0,0,0,0,0.255116786309973,0,0
ALKBH2,0,0,0.104,0,0,0,0.151,0
LUC7L,0,0,0,0,0,0.255,0,0
ZNF599,0,0,0,0,0,0.254754446706764,0,0
NOP16,0,0,0,0.25475026711076,0,0,0,0
NTPCR,0,0,0.129,0,0,0.125,0,0
PSMA3-AS1,0,0,0.253871158024933,0,0,0,0,0
EMID1,0,0.253780644011322,0,0,0,0,0,0
ACACB,0,0,0,0,0.253756799744533,0,0,0
THUMPD3-AS1,0.253530890623139,0,0,0,0,0,0,0
PPP2R2B,0,0,0,0,0,0.253159169215707,0,0
PPT2,0,0.253137281029301,0,0,0,0,0,0
C22orf23,0,0,0,0,0,0,0,0.253
CRNDE,0,0.124,0,0.129,0,0,0,0
MTCL1,0,0,0.101,0,0,0.152,0,0
MVD,0,0,0.14,0,0,0,0,0.113
PTPN12,0,0,0.105,0.148,0,0,0,0
STAU1,0,0,0.112,0,0,0.141,0,0
ECPAS,0.252414913628686,0,0,0,0,0,0,0
MMS22L,0,0,0,0,0.252227940515635,0,0,0
ZFYVE16,0,0,0,0,0,0,0,0.25210909367821
CENPS-CORT,0,0,0.148,0.104058325012779,0,0,0,0
COQ5,0,0,0,0,0,0.128,0,0.124
PTPRN,0,0,0.132,0,0,0.12,0,0
PYCR1,0,0,0.14,0,0,0.112,0,0
CDR2,0,0,0,0.251346391408258,0,0,0,0
SEPTIN8,0,0,0,0,0,0,0,0.251048456169914
ZNF200,0.25099323297438,0,0,0,0,0,0,0
OVGP1,0,0,0.250776945309006,0,0,0,0,0
ZNF514,0,0,0,0,0,0.250181727468823,0,0
FUS,0,0,0,0,0,0,0,0.25
PDE4DIP,0,0,0.135,0,0,0,0,0.115
PRPF4B,0,0,0,0.123,0.127,0,0,0
TRNT1,0,0,0.25,0,0,0,0,0
CU633904.2,0,0,0.113221538730678,0,0,0.136640029372941,0,0
ERGIC3,0,0,0,0,0.249762411175086,0,0,0
MIR4435-2HG,0,0,0,0,0,0.249492279560131,0,0
BTBD7,0,0,0,0,0,0,0.11,0.139
GALNT10,0.104,0.145,0,0,0,0,0,0
SNRPA1,0,0,0,0.117,0,0,0,0.132
ZNF252P,0,0,0,0,0,0.248669473672589,0,0
ZNF589,0,0,0,0,0,0,0.248556352288739,0
C20orf96,0,0,0.133,0,0,0.115473743781742,0,0
CELF4,0.128,0,0.12,0,0,0,0,0
RSPO4,0,0,0,0,0,0,0.248,0
SCN3B,0,0,0.107,0,0,0.141,0,0
TRAM2-AS1,0.134,0,0,0,0,0,0,0.114
ZNF77,0,0,0.131,0,0,0.117,0,0
C16orf46,0,0,0,0.247624816887094,0,0,0,0
BCL2L11,0,0,0.103,0,0.14415245774735,0,0,0
ODF2,0,0,0.246834130198627,0,0,0,0,0
ADIPOR1,0,0,0,0,0,0.246489726801052,0,0
GOLGA8A,0,0,0,0,0,0,0,0.246429894750139
HCG17,0,0,0.24627679707968,0,0,0,0,0
AC006453.3,0,0,0,0.24625370343535,0,0,0,0
CNTRL,0,0,0,0,0.246183772168579,0,0,0
THUMPD2,0.246140480964813,0,0,0,0,0,0,0
LRR1,0,0,0.246,0,0,0,0,0
STK16,0,0,0,0.121,0,0.125,0,0
SDK1,0,0,0,0,0,0.24593170697196,0,0
ASXL3,0,0,0.1385599483055,0,0,0.107,0,0
ZBTB25,0,0,0.245415930740916,0,0,0,0,0
PFKFB3,0,0,0,0,0,0.245102760719517,0,0
ANO10,0,0,0.125,0,0,0.12,0,0
APEX2,0,0,0.128,0,0,0,0.117,0
COA1,0.121,0,0,0,0,0.124,0,0
FAM200B,0,0,0.127,0,0,0.118,0,0
CDK5R1,0,0,0,0,0,0.24482180733179,0,0
ELMOD2,0,0,0,0,0,0.244696969825869,0,0
MAPK11,0,0,0.137,0.107337516768476,0,0,0,0
CPEB4,0,0,0.131,0,0,0.113,0,0
FEZ2,0.115,0.129,0,0,0,0,0,0
GMPR2,0,0,0,0.138,0,0,0.106,0
KCNC2,0,0.132,0,0,0,0,0.112,0
OXSM,0,0,0,0,0.126,0.118,0,0
R3HDM1,0,0,0.116,0,0,0.128,0,0
TTLL7,0,0,0,0,0.112,0.132,0,0
ZIK1,0,0,0.123,0,0.121,0,0,0
SPNS1,0,0,0,0,0,0,0.243687392865275,0
CRACD,0,0,0.112991281445,0,0,0.130448430232319,0,0
TMEM201,0.13,0,0,0,0.113,0,0,0
UBN2,0,0,0,0,0,0,0.242638235749309,0
IGSF21,0,0,0.125518073349173,0,0,0,0.117118186697784,0
OSBPL8,0,0,0.106069646745807,0,0,0.136291721866883,0,0
RBMXL1,0,0,0.123891415527754,0,0,0.118385670538622,0,0
LRRC37A6P,0,0,0,0,0,0.242081709500127,0,0
AC068831.8,0,0,0,0,0,0.242,0,0
NRDC,0,0.14,0,0,0.102,0,0,0
NDRG2,0.241568941078249,0,0,0,0,0,0,0
TMEM223,0,0,0.241231113430888,0,0,0,0,0
ATP2C1,0,0,0,0,0.241203370293774,0,0,0
SCN2A,0,0,0,0,0,0.101,0,0.14
ABCB9,0,0,0.109,0,0,0.132,0,0
CDH3,0,0,0.126,0.115,0,0,0,0
GPS2,0,0,0,0.117,0,0.124,0,0
MKNK1,0.126,0,0.115,0,0,0,0,0
MSMO1,0,0,0.128,0,0,0.113,0,0
VEGFA,0,0,0,0.241,0,0,0,0
SLC35E4,0,0,0,0,0,0.240611247086797,0,0
RAD52,0,0,0,0,0,0,0,0.240258145151607
ARRB2,0,0,0.131,0,0,0.109,0,0
CDK16,0,0,0.24,0,0,0,0,0
WASHC3,0,0,0.122,0,0,0.118,0,0
SARS1,0,0,0.121317540314951,0,0,0.118673152129729,0,0
AC245060.4,0,0,0,0,0,0.239979143263424,0,0
FTX,0,0,0,0,0,0.239521215666228,0,0
GTDC1,0.106,0,0,0,0,0,0.133,0
MRNIP,0,0,0,0,0.239,0,0,0
TAF1C,0,0,0.135,0,0,0.104,0,0
TCTN1,0,0.115,0,0,0,0,0.124,0
AL031282.2,0,0.238336439984687,0,0,0,0,0,0
SNX25,0.123,0,0,0.115,0,0,0,0
WDR25,0,0,0.132,0,0,0.106,0,0
COA6,0,0,0,0,0,0.237780352247802,0,0
NTNG2,0,0,0,0,0,0,0,0.237229378759662
INTS12,0,0,0.119,0,0,0.118,0,0
SNPH,0,0,0,0,0,0.236932062963297,0,0
PUM2,0,0,0.113858540958945,0,0,0.123026938055758,0,0
RGPD8,0,0,0,0.135911064905782,0,0.100875357006502,0,0
TMEM182,0,0,0.236721666905486,0,0,0,0,0
CAMSAP1,0,0,0,0,0,0.236603511872959,0,0
CYFIP1,0,0.236543363731657,0,0,0,0,0,0
IQSEC3,0,0,0,0,0,0.236543053120061,0,0
LINC01001,0,0,0.236074997271165,0,0,0,0,0
BLOC1S6,0,0.126,0,0,0,0,0.11,0
KIAA1191,0,0,0.118,0,0,0.118,0,0
NDUFAF2,0,0,0.112,0,0,0.124,0,0
TOP3A,0,0.104,0,0,0,0,0.132,0
TARS2,0,0,0,0,0,0.125073369739158,0.110805178708794,0
NEK9,0,0,0,0,0,0.235238903604709,0,0
PPARA,0,0,0,0,0,0.235048053745314,0,0
RPL6,0.134,0,0,0,0,0,0,0.101
PARP16,0,0,0,0,0,0,0,0.235
PTPN3,0,0,0,0,0,0,0.235,0
ZNF527,0.112,0,0,0,0.123,0,0,0
ATP2B2,0,0,0,0,0,0,0.234898953360969,0
PIGW,0,0,0,0,0,0,0,0.234438722984039
MINAR1,0,0,0,0.234075395575293,0,0,0,0
ZFAND6,0,0,0.114,0,0,0.12,0,0
AC055811.2,0,0,0,0,0,0,0.233994402078795,0
BCAT2,0.124,0,0,0,0,0,0.109934955213784,0
PLA2G4C,0,0.233862902594657,0,0,0,0,0,0
CHUK,0,0,0.233523506300452,0,0,0,0,0
PARM1,0,0,0,0,0.233458839461393,0,0,0
VRK1,0,0,0.233259997035867,0,0,0,0,0
MBNL1,0,0,0.233196299726324,0,0,0,0,0
ZNF76,0,0,0,0,0,0.233040656769016,0,0
ZNF710,0,0,0,0,0,0.233010737762679,0,0
ST7L,0,0,0.116,0,0,0.117,0,0
TMEM94,0,0,0,0,0,0.233,0,0
ARAF,0,0,0,0.104,0.129,0,0,0
PTP4A3,0,0,0,0,0.106,0.127,0,0
UPK2,0,0,0,0,0,0,0,0.232594945418513
ETAA1,0.232,0,0,0,0,0,0,0
LBR,0,0,0,0,0,0.115,0.117,0
MSL1,0,0,0,0,0,0.117,0,0.115
RTKN,0,0,0,0,0,0.232,0,0
ATRX,0,0,0.105,0,0,0.127,0,0
DPP8,0,0.104,0,0,0,0.128,0,0
RCHY1,0,0,0.124,0,0,0.108,0,0
ECI2,0,0,0.231975582635813,0,0,0,0,0
SLC4A2,0,0,0.231620967413689,0,0,0,0,0
PSPH,0,0,0.231590882531657,0,0,0,0,0
HPS3,0,0,0,0,0,0.231545265884558,0,0
FCHSD1,0,0,0.231504886093168,0,0,0,0,0
LRIF1,0,0,0,0.111501638004402,0,0,0.12,0
ZNF644,0,0,0.101388943268615,0,0,0.13,0,0
SRP9,0,0,0.125,0.106,0,0,0,0
ZNF226,0,0,0.230755456967973,0,0,0,0,0
MAN1C1,0,0,0,0,0,0.230606515005782,0,0
HACL1,0,0,0.230555968729259,0,0,0,0,0
CFAP206,0,0,0,0,0,0.230413884427854,0,0
KHDC1,0,0,0,0,0,0.230374700987258,0,0
SDR39U1,0,0,0.114,0,0,0.116,0,0
TWF1,0,0,0.115,0,0,0.115,0,0
ZNF815P,0,0,0,0,0,0.23,0,0
LRRC4C,0,0,0.112,0,0,0.118,0,0
MFSD2A,0,0.126,0.104,0,0,0,0,0
TNRC6C,0,0,0.107,0,0,0.123,0,0
CENPBD1P1,0,0,0,0,0,0.229892136559978,0,0
KBTBD8,0,0,0,0.229814777285987,0,0,0,0
SAMD4B,0,0,0.229702184896895,0,0,0,0,0
PTPRF,0,0,0,0,0,0.229323856366884,0,0
SYNPR,0,0,0,0,0,0.229105330910968,0,0
CHM,0,0,0,0,0.229026178856419,0,0,0
PRDM2,0,0.116,0,0,0,0.113,0,0
RBM39,0,0,0,0.107,0,0.122,0,0
RRAGB,0,0,0.122,0,0,0.107,0,0
TRIM52,0,0.228583159278994,0,0,0,0,0,0
DRAP1,0,0,0,0,0,0,0,0.228106549194296
ZNF343,0,0,0,0,0,0.228095247962955,0,0
ASDURF,0,0,0.228,0,0,0,0,0
ENDOV,0,0,0,0,0,0.228,0,0
JPT1,0,0,0,0,0,0.228,0,0
RASGEF1B,0,0,0,0,0,0.228,0,0
SPIN1,0,0,0.107,0,0,0.121,0,0
ZNF620,0,0,0,0,0.102,0.126,0,0
SYCE1L,0,0,0,0,0,0,0.227809142272945,0
PBRM1,0,0,0.1004941946304,0,0,0.127,0,0
DEXI,0,0,0,0.227353734820862,0,0,0,0
IFT43,0,0,0.109812438056436,0.11729547443301,0,0,0,0
EPS15L1,0,0,0.12,0,0,0.107,0,0
RPL32P3,0,0,0,0,0,0,0.22693519507201,0
AC008771.1,0,0,0.226728740989119,0,0,0,0,0
STAG3L2,0,0,0,0,0,0,0.226631488884238,0
COX16,0,0,0.117,0,0,0.109,0,0
HM13,0,0,0,0,0,0.226,0,0
HSCB,0,0,0,0,0,0.111,0.115,0
UBXN11,0,0,0.226,0,0,0,0,0
ZNF827,0,0,0,0,0,0.225784091260513,0,0
HDAC10,0,0,0,0.225721925781524,0,0,0,0
ACAP2,0,0,0.225239324570558,0,0,0,0,0
DHX57,0,0,0.112,0,0,0.113,0,0
IPP,0,0,0,0,0,0.102,0.123,0
NID2,0,0,0,0,0.102,0,0,0.123
GAS5,0,0,0,0,0.224,0,0,0
KDM1B,0,0,0,0.224,0,0,0,0
MAP9,0,0,0.113,0,0,0.111,0,0
H4-16,0,0,0,0,0,0.223334930591256,0,0
DBF4B,0,0,0,0,0,0.223273731283718,0,0
LINC01128,0,0,0.118,0,0,0,0,0.105
VOPP1,0,0,0,0.111119136448534,0,0.111562005191289,0,0
NBPF8,0,0,0,0,0,0,0,0.222639914210421
TAC1,0,0,0.222509198707984,0,0,0,0,0
AL390198.1,0.222362307062223,0,0,0,0,0,0,0
ELAVL2,0,0,0,0,0,0.222359825756389,0,0
AC002470.2,0,0.11,0,0,0,0.112,0,0
AGBL5,0,0,0.117,0,0,0,0,0.105
FTO,0,0,0,0,0,0.222,0,0
NUTM2A,0,0,0,0,0,0.221982080078806,0,0
MRPL32,0,0,0,0,0,0,0.221979700337692,0
PLCH1,0,0,0,0,0.221345970357555,0,0,0
C4orf33,0,0,0,0,0,0,0.111,0.11
CDC42BPB,0.111,0.11,0,0,0,0,0,0
CUL9,0,0,0,0,0,0.221,0,0
