genesymbol,Padj_maxP_GM_BIO_1949634_10x_vs_GM_DMSO,dPSI_GM_BIO_1949634_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_1949634_3x_vs_GM_DMSO,dPSI_GM_BIO_1949634_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2178782_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2178782_10x_vs_GM_DMSO,dPSI_GM_BIO_2178782_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2178782_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2178782_3x_vs_GM_DMSO,dPSI_GM_BIO_2178782_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2186827_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2186827_10x_vs_GM_DMSO,dPSI_GM_BIO_2186827_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2186827_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2186827_3x_vs_GM_DMSO,dPSI_GM_BIO_2186827_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196772_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196772_10x_vs_GM_DMSO,dPSI_GM_BIO_2196772_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196772_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196772_3x_vs_GM_DMSO,dPSI_GM_BIO_2196772_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2196895_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2196895_10x_vs_GM_DMSO,dPSI_GM_BIO_2196895_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2196895_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2196895_3x_vs_GM_DMSO,dPSI_GM_BIO_2196895_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2197306_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2197306_10x_vs_GM_DMSO,dPSI_GM_BIO_2197306_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2197306_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2197306_3x_vs_GM_DMSO,dPSI_GM_BIO_2197306_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2199562_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2199562_10x_vs_GM_DMSO,dPSI_GM_BIO_2199562_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2199562_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2199562_3x_vs_GM_DMSO,dPSI_GM_BIO_2199562_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2201042_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2201042_10x_vs_GM_DMSO,dPSI_GM_BIO_2201042_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2201042_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2201042_3x_vs_GM_DMSO,dPSI_GM_BIO_2201042_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2204984_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2204984_10x_vs_GM_DMSO,dPSI_GM_BIO_2204984_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2204984_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2204984_3x_vs_GM_DMSO,dPSI_GM_BIO_2204984_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2206678_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2206678_10x_vs_GM_DMSO,dPSI_GM_BIO_2206678_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2206678_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2206678_3x_vs_GM_DMSO,dPSI_GM_BIO_2206678_3x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,dPSI_GM_BIO_2207180_10x_vs_GM_BIO_1949634_10x,Padj_maxP_GM_BIO_2207180_10x_vs_GM_DMSO,dPSI_GM_BIO_2207180_10x_vs_GM_DMSO,Padj_maxP_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,dPSI_GM_BIO_2207180_3x_vs_GM_BIO_1949634_3x,Padj_maxP_GM_BIO_2207180_3x_vs_GM_DMSO,dPSI_GM_BIO_2207180_3x_vs_GM_DMSO
DDX42,NA,NA,NA,NA,1.73467950188536e-08,0.302940221148664,5.82784664662795e-10,0.350641838891649,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.09689737558873e-08,0.281495139451477,1.10399266191545e-09,0.329909343450174,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENND1A,NA,NA,NA,NA,NA,NA,1.75005184213699e-07,0.533934254467718,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0121231765723327,0.262727653919117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENND1B,NA,NA,NA,NA,0.0193828648034258,0.344950903322904,0.000550301500871932,0.39019837311753,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DENND5A,NA,NA,NA,NA,NA,NA,0,0.813,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.691,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DHFR,NA,NA,NA,NA,1.55190822895488e-11,0.418410253941383,1.40547474182235e-12,0.443623905153586,NA,NA,NA,NA,4.59804583429602e-11,0.533283162948997,8.48681562076376e-12,0.558482895086866,NA,NA,NA,NA,3.42212616104164e-10,0.527377283798975,6.19551825369938e-11,0.552639643309636,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.12151438562201e-08,0.297964665868827,7.36975407933198e-10,0.323161147690092,NA,NA,NA,NA,1.70956525255407e-11,0.639133048156823,6.75049641474417e-12,0.664259642394799,6.77119390048133e-12,0.315711529665905,3.69153202434838e-12,0.320059836989799,7.15363511260329e-09,0.346557256117359,4.76080888313917e-10,0.371783230396324,NA,NA,NA,NA,4.2746097750415e-10,0.529989772291033,8.3334005468897e-11,0.55523257448423,9.36705406635015e-09,0.266628755738115,4.1394145470743e-09,0.271145697624214,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DIAPH3,NA,NA,NA,NA,3.61182941194377e-06,0.372789301808319,1.50071247652597e-07,0.397422184673725,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9532,0.3693,0.9081,0.3615,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.81658184377915e-08,0.635790028860614,3.2469628627807e-08,0.660332506058505,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.99,0.4352,0.9906,0.4398,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DLGAP4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.08388811532354e-18,0.27940035252824,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNAJC27,NA,NA,NA,NA,NA,NA,0.000358864376068499,0.267153187639095,NA,NA,NA,NA,NA,NA,0.00174187791329919,0.291835781912683,NA,NA,NA,NA,NA,NA,0.000997226162164628,0.272576106464995,NA,NA,0.00883881959481056,0.367535636254623,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000402777474138824,0.281644138810578,NA,NA,NA,NA,0.0282245779462131,0.300227007987797,0.00014221567889109,0.255954589867518,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00122619148292708,0.386380206356081,0.000132708826346834,0.496791699690674,NA,NA,0.0223497976031184,0.340582106984151,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNASE1L1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0432759795686171,0.259310602370689,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DNM2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00154773113567683,0.514117732143927,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DPH1,NA,NA,NA,NA,2.79684853185967e-06,0.279768025945344,1.95456988440073e-11,0.44449247846204,NA,NA,NA,NA,9.36357756351729e-07,0.299412626660552,9.32592231165298e-09,0.449460475025431,NA,NA,NA,NA,4.27353585015648e-10,0.296074522548184,4.24863560757623e-17,0.465269306693261,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.59869011659409e-11,0.315029865368547,NA,NA,NA,NA,2.30927329277712e-12,0.427802086145486,2.99498302634534e-17,0.596467171333796,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.88607398414487e-08,0.401698589377819,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DRG2,0.00440519244064094,0.301,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000638264334259079,0.337,NA,NA,NA,NA,NA,NA,NA,NA
DYRK1A,NA,NA,NA,NA,NA,NA,5.3915838037817e-05,0.365246472668642,NA,NA,NA,NA,NA,NA,0.9867,0.4913,NA,NA,NA,NA,NA,NA,0.9519,0.4467,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0.6302,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
DZIP1L,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0113041887433465,0.271539145006975,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00926054635028082,0.34277215166436,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0116222374342555,0.329786109190025,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELF2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000418361413973371,0.275135028881633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELMO2,NA,NA,NA,NA,NA,NA,0,0.368,NA,NA,NA,NA,NA,NA,0,0.3,NA,NA,NA,NA,NA,NA,0,0.304,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.336,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELMOD3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000655156342728299,0.305,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELOVL6,NA,NA,NA,NA,0.000840204522336943,0.262692624906208,0.000270770046279048,0.269531187502572,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000195706216677963,0.299836762283152,6.96405448608313e-05,0.306840545808325,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ELP5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0112979418542933,0.256605709217663,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EMSY,NA,NA,NA,NA,0.0484154346600427,0.25666048540379,3.5563165546196e-07,0.416380619825316,NA,NA,NA,NA,6.31043878728698e-05,0.348322452403248,2.66308584789625e-09,0.511771943704756,NA,NA,NA,NA,0.000107517630539758,0.330065197760342,4.65190569067506e-09,0.500843744980428,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.51240511006279e-07,0.527382910577023,1.08299728492452e-08,0.709778462390732,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000109908690055141,0.492799452794218,1.56917102108552e-07,0.659084312902698,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENAH,NA,NA,NA,NA,NA,NA,1,0.4967,NA,NA,NA,NA,0.9975,0.4096,1,0.5731,NA,NA,0.9538,0.3568,1,0.426,1,0.5746,NA,NA,0.9731,0.3778,NA,NA,0.908,0.3526,NA,NA,NA,NA,NA,NA,1,0.4637,NA,NA,NA,NA,1,0.4687,1,0.624,0.9469,0.3602,1,0.4473,NA,NA,1,0.4429,NA,NA,NA,NA,1,0.448,1,0.607,0.9966,0.383,1,0.4831,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ENOX1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9901,0.453,0.9995,0.4667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
ERGIC3,NA,NA,NA,NA,0,0.607,0,0.613,1.82056455067942e-19,0.343806590865397,2.22440001575727e-19,0.344816340484143,0,0.607,0,0.612,1.02561319619459e-16,0.386301746317655,2.36803773855209e-16,0.387445536119652,0,0.619,0,0.624,4.17419639260604e-15,0.336808239314115,3.90150339072249e-15,0.337796966529079,NA,NA,0.0136303289828591,0.459,NA,NA,NA,NA,0,0.52,0,0.526,NA,NA,0.000935618994311197,0.486,0,0.653,0,0.659,0,0.426,0,0.429,0,0.5,0,0.505,NA,NA,0.00101567447524983,0.485,0,0.464,0,0.47,2.36195164572211e-21,0.318591468490706,3.47808569429005e-20,0.319299871315236,NA,NA,0.000369250412431602,0.498,NA,NA,0.00280167103470512,0.478,NA,NA,0.00710790974562846,0.47,NA,NA,NA,NA
ERRFI1,NA,NA,NA,NA,1,0.7709,1,0.8122,NA,NA,NA,NA,0.9952,0.5737,1,0.6345,NA,NA,NA,NA,NA,NA,0.9535,0.458,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9428,0.4566,NA,NA,NA,NA,1,0.774,1,0.8131,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EVC,NA,NA,NA,NA,7.94922293251346e-12,0.694400306149989,2.52075821888868e-12,0.77233065127706,3.17368544611112e-08,0.276132748487326,2.24022792428211e-09,0.301796601495163,1.12665540230632e-10,0.653701772600743,2.33016632539876e-11,0.731851877709628,NA,NA,1.47054898848639e-07,0.254290820849097,9.47692163693267e-10,0.694395078527254,3.19820871201041e-10,0.772776232671951,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.21802595692598e-09,0.450625013046312,5.09190600164161e-11,0.528351405515745,NA,NA,NA,NA,2.15266928947725e-12,0.810043073698998,4.51836126308442e-12,0.888636011004006,5.0673797161805e-10,0.452635146962903,3.01503922141185e-10,0.478217170857114,3.97095732368113e-09,0.476905493230033,1.29296123979338e-10,0.5550188154613,NA,NA,NA,NA,1.9057746025816e-11,0.631514933004624,3.80148838332343e-12,0.708712450608344,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EWSR1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.31,0,0.315,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
EXOC6B,NA,NA,NA,NA,0,0.683,0,0.714,0.000222387914260113,0.372359963574472,5.40636767240774e-05,0.391032531086009,0,0.563,0,0.594,0.00160750594556882,0.257996976166622,0.000360024206528052,0.276959224242679,0,0.555,0,0.586,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.386,0,0.416,NA,NA,NA,NA,0,0.77,0,0.8,0,0.351,0,0.355,0,0.565,0,0.595,0.000296268316564953,0.298167965722156,6.20486524724697e-05,0.317905248010042,7.36846266513368e-08,0.322840028609005,2.64711407430705e-06,0.400037737621235,NA,NA,NA,NA,1.15470527051405e-07,0.301723876101398,9.90326929323423e-06,0.372066785142301,0.00203723671432183,0.259415925771657,0.000398279756552214,0.278704882277415,NA,NA,0.000142500419287755,0.25503867049652,NA,NA,NA,NA
EXTL2,NA,NA,NA,NA,NA,NA,1.23103005915341e-10,0.267933455836651,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAAP20,NA,NA,NA,NA,0,0.437,0,0.549,0,0.324,0,0.364,0,0.32,0,0.432,NA,NA,NA,NA,0,0.312,0,0.424,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.372,NA,NA,NA,NA,0,0.437,0,0.549,0,0.31,0,0.345,NA,NA,0,0.427,NA,NA,NA,NA,NA,NA,0,0.399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM162A,4.00675574137999e-06,0.314129892536422,NA,NA,NA,NA,0,0.403,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8.16896355493345e-06,0.312278102635792,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.5246165242928e-06,0.277697755863396,NA,NA,NA,NA,NA,NA,3.49419577557475e-06,0.317740323498694,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00015031657077685,0.251398577019907,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM174A,0.00032927216665483,0.30852840814163,NA,NA,NA,NA,0,0.387,NA,NA,2.53166599553172e-06,0.291250291009176,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.05212690858597e-07,0.438746753008936,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.000446321342137178,0.25810456152439,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM3A,NA,NA,NA,NA,0.9672,0.477,0.9655,0.4722,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.919,0.4268,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9997,0.5839,0.9998,0.6099,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9413,0.4364,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM86EP,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00027170165048174,0.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FAM86FP,NA,NA,NA,NA,0.0202316179104924,0.410974674983063,0.00174865324845094,0.350672841288654,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FANK1,NA,NA,NA,NA,0.000141266258932569,0.335,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
FBL,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0407504096463884,0.346495979027276,0.018894671876195,0.332355385386113,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
